,track_name,album,artist,release_date,length,popularity,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,genre,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,predicted_genre,actual_genre
402,Riot Grrrl,Riot Grrrl,Keel Her,2012-12-03,166075,0,0.175,0.924,11,-4.121,1,0.046,0.0016600000000000002,0.7120000000000001,0.1169999999999999,0.4,170.235,4,Rock,0.175,0.924,11.0,-4.121,1.0,0.046,0.0016600000000000002,0.7120000000000001,0.1169999999999999,0.4,170.235,4.0,1.0,1.0
413,Dymaxion Dream,Hypatia,Wray,2016-01-15,91786,5,0.447,0.622,6,-11.254000000000001,1,0.0371,0.000308,0.971,0.0907,0.0399,136.155,4,Rock,0.447,0.622,6.0,-11.254000000000001,1.0,0.0371,0.000308,0.971,0.0907,0.0399,136.155,4.0,4.0,1.0
414,On Location,On Location,Public Access T.V.,2016-01-19,233936,0,0.3289999999999999,0.9109999999999999,2,-3.4010000000000002,1,0.0518,9.17e-05,7.7e-05,0.28,0.445,129.405,4,Rock,0.3289999999999999,0.9109999999999999,2.0,-3.4010000000000002,1.0,0.0518,9.17e-05,7.7e-05,0.28,0.445,129.405,4.0,1.0,1.0
418,Sisters,Mug Museum,Cate le Bon,2013-11-08,245240,0,0.584,0.6990000000000001,4,-6.3260000000000005,0,0.0327,0.0193,0.0037799999999999,0.102,0.578,156.914,4,Rock,0.584,0.6990000000000001,4.0,-6.3260000000000005,0.0,0.0327,0.0193,0.0037799999999999,0.102,0.578,156.914,4.0,1.0,1.0
419,This Girl Taught Me A Dance,And Girls Club,The Strange Boys,2009-03-03,185760,20,0.387,0.765,9,-5.875,0,0.0413,0.0191,0.000852,0.312,0.861,117.68299999999999,4,Rock,0.166,0.0685,9.0,-29.057,0.0,0.049,0.992,0.0478,0.10300000000000001,0.0351,140.895,4.0,2.0,2.0
420,Songs of Springtime: No. 7. To Daffodils,Moeran: Songs of Springtime / Phyllida and Corydon / Warlock: Choral Works,Finzi Singers,1993-06-01,185760,20,0.166,0.0685,9,-29.057,0,0.049,0.992,0.0478,0.10300000000000001,0.0351,140.895,4,classical,0.166,0.0685,9.0,-29.057,0.0,0.049,0.992,0.0478,0.10300000000000001,0.0351,140.895,4.0,2.0,2.0
426,For Love,Spooky,Lush,1992-01-27,209133,2,0.511,0.611,6,-11.037,0,0.0291,0.157,0.0,0.1159999999999999,0.8959999999999999,129.94,4,Rock,0.511,0.611,6.0,-11.037,0.0,0.0291,0.157,0.0,0.1159999999999999,0.8959999999999999,129.94,4.0,1.0,1.0
427,Sleep Apnea,Clash The Truth,Beach Fossils,2013-02-19,146293,0,0.552,0.6859999999999999,2,-10.63,1,0.0268,0.139,0.861,0.138,0.495,79.983,4,Rock,0.552,0.6859999999999999,2.0,-10.63,1.0,0.0268,0.139,0.861,0.138,0.495,79.983,4.0,1.0,1.0
441,Ocean Man,The Mollusk,Ween,1997-04-18,126946,65,0.72,0.912,4,-6.13,1,0.0363,0.551,0.00122,0.0982,0.973,122.78200000000001,4,Rock,0.72,0.912,4.0,-6.13,1.0,0.0363,0.551,0.00122,0.0982,0.973,122.78200000000001,4.0,1.0,1.0
442,Weird Honey,Holo Pleasures / California Dreamin',Elvis Depressedly,2016-06-03,155937,0,0.573,0.499,6,-7.912000000000001,1,0.0258,0.109,0.8540000000000001,0.15,0.519,89.977,4,Rock,0.573,0.499,6.0,-7.912000000000001,1.0,0.0258,0.109,0.8540000000000001,0.15,0.519,89.977,4.0,1.0,1.0
447,Fall Right In,What a Pleasure,Beach Fossils,2011-03-08,153485,0,0.57,0.813,0,-6.433,1,0.0483,0.0182,0.514,0.131,0.7959999999999999,139.989,4,Rock,0.57,0.813,0.0,-6.433,1.0,0.0483,0.0182,0.514,0.131,0.7959999999999999,139.989,4.0,1.0,1.0
449,Beneath The Dunes,Talking Backwards,Real Estate,2014-02-24,227280,33,0.523,0.894,8,-6.4670000000000005,0,0.0281,0.0607,0.624,0.235,0.8420000000000001,140.735,4,Rock,0.523,0.894,8.0,-6.4670000000000005,0.0,0.0281,0.0607,0.624,0.235,0.8420000000000001,140.735,4.0,1.0,1.0
450,Windows,666,Sugar Candy Mountain,2016-07-08,192027,54,0.525,0.635,5,-7.805,1,0.0239,0.147,0.0001139999999999,0.122,0.6679999999999999,82.445,4,Rock,0.525,0.635,5.0,-7.805,1.0,0.0239,0.147,0.0001139999999999,0.122,0.6679999999999999,82.445,4.0,3.0,1.0
460,Our Red Door,Turn Into,Jay Som,2016-11-18,235799,23,0.48,0.725,5,-5.854,1,0.027000000000000003,0.121,0.45,0.115,0.171,100.005,4,Rock,0.48,0.725,5.0,-5.854,1.0,0.027000000000000003,0.121,0.45,0.115,0.171,100.005,4.0,1.0,1.0
469,Hamilton Road,Ducktails III: Arcade Dynamics,Ducktails,2011-01-18,144773,0,0.6,0.77,1,-5.209,1,0.0278,0.348,0.95,0.168,0.7879999999999999,111.12700000000001,4,Rock,0.6,0.77,1.0,-5.209,1.0,0.0278,0.348,0.95,0.168,0.7879999999999999,111.12700000000001,4.0,1.0,1.0
472,Maurine,Oohs & Aahs,Say Hi,2009,194733,0,0.762,0.521,4,-11.356,1,0.0425,0.19,0.3279999999999999,0.113,0.32,119.979,4,Rock,0.762,0.521,4.0,-11.356,1.0,0.0425,0.19,0.3279999999999999,0.113,0.32,119.979,4.0,4.0,1.0
473,Street Fighting Man,Beggars Banquet,The Rolling Stones,1968-12-06,194733,0,0.57,0.754,0,-9.948,1,0.031,0.0154,0.0133,0.184,0.708,127.95700000000001,4,Rock,0.762,0.521,4.0,-11.356,1.0,0.0425,0.19,0.3279999999999999,0.113,0.32,119.979,4.0,4.0,1.0
474,Cigarette Daydreams,Melophobia,Cage The Elephant,2013-10-08,208760,62,0.636,0.6759999999999999,2,-3.4419999999999997,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,Rock,0.636,0.6759999999999999,2.0,-3.4419999999999997,1.0,0.0263,0.0807,0.0,0.0831,0.273,113.98,4.0,3.0,1.0
480,Distant Shore,Life Dollars,Big Search,2016-08-19,216493,0,0.528,0.726,4,-7.308,0,0.0273,0.00331,0.171,0.0902,0.47200000000000003,117.991,4,Rock,0.528,0.726,4.0,-7.308,0.0,0.0273,0.00331,0.171,0.0902,0.47200000000000003,117.991,4.0,1.0,1.0
482,Walk to the One You Love,Down in Heaven,Twin Peaks,2016-05-13,213426,32,0.523,0.898,2,-4.4639999999999995,1,0.0549,0.0129,0.0484,0.273,0.723,128.101,4,Rock,0.523,0.898,2.0,-4.4639999999999995,1.0,0.0549,0.0129,0.0484,0.273,0.723,128.101,4.0,1.0,1.0
485,Strange,On Fire,Galaxie 500,1989-09-01,199466,49,0.312,0.8440000000000001,7,-7.085,1,0.0511,0.0798,0.0231,0.0793,0.626,97.039,4,Rock,0.312,0.8440000000000001,7.0,-7.085,1.0,0.0511,0.0798,0.0231,0.0793,0.626,97.039,4.0,1.0,1.0
489,West Of Samoa,Steel Guitar,Speedy West,1960,153706,17,0.51,0.29,9,-13.267999999999999,1,0.0323,0.473,0.243,0.3429999999999999,0.261,101.809,4,Rock,0.51,0.29,9.0,-13.267999999999999,1.0,0.0323,0.473,0.243,0.3429999999999999,0.261,101.809,4.0,0.0,1.0
492,Bogatini,The Champs - Tequila & Other Rockin' Bands,Various Artists,2009-01-01,136106,9,0.685,0.9059999999999999,7,-7.8679999999999986,1,0.0644,0.3779999999999999,0.8440000000000001,0.3879999999999999,0.805,82.021,4,Rock,0.685,0.9059999999999999,7.0,-7.8679999999999986,1.0,0.0644,0.3779999999999999,0.8440000000000001,0.3879999999999999,0.805,82.021,4.0,0.0,1.0
497,Drown,Turn Into,Jay Som,2016-11-18,172383,20,0.48700000000000004,0.634,2,-6.885,1,0.0241,0.00594,0.669,0.6779999999999999,0.583,90.031,4,Rock,0.48700000000000004,0.634,2.0,-6.885,1.0,0.0241,0.00594,0.669,0.6779999999999999,0.583,90.031,4.0,1.0,1.0
499,Mess Me Around,Our House on the Hill,The Babies,2012-11-13,135392,39,0.326,0.8859999999999999,9,-6.936,1,0.0395,0.000124,0.000147,0.221,0.583,157.05700000000004,4,Rock,0.326,0.8859999999999999,9.0,-6.936,1.0,0.0395,0.000124,0.000147,0.221,0.583,157.05700000000004,4.0,1.0,1.0
501,Turn Into,Turn Into,Jay Som,2016-11-18,203536,38,0.607,0.8170000000000001,8,-6.801,0,0.0342,0.0846,0.0264,0.129,0.8959999999999999,114.986,4,Rock,0.607,0.8170000000000001,8.0,-6.801,0.0,0.0342,0.0846,0.0264,0.129,0.8959999999999999,114.986,4.0,1.0,1.0
503,It Was Gone,It Was Gone,Orchid Mantis,2015-09-30,307069,41,0.51,0.752,8,-3.218,1,0.0334,0.20800000000000002,0.0304,0.386,0.35700000000000004,99.95100000000001,4,Rock,0.51,0.752,8.0,-3.218,1.0,0.0334,0.20800000000000002,0.0304,0.386,0.35700000000000004,99.95100000000001,4.0,1.0,1.0
505,Comfort,Ill,Makthaverskan,2017-10-20,208066,0,0.1939999999999999,0.9129999999999999,6,-3.883,0,0.0821,0.00733,0.2789999999999999,0.266,0.3229999999999999,160.8,4,Rock,0.1939999999999999,0.9129999999999999,6.0,-3.883,0.0,0.0821,0.00733,0.2789999999999999,0.266,0.3229999999999999,160.8,4.0,1.0,1.0
506,Comfort,Ill,Makthaverskan,2017-10-20,208066,0,0.1939999999999999,0.9129999999999999,6,-3.883,0,0.0821,0.00733,0.2789999999999999,0.266,0.3229999999999999,160.8,4,Rock,0.441,0.0207,8.0,-29.503,1.0,0.0425,0.978,0.9790000000000001,0.14400000000000002,0.0938,113.385,4.0,2.0,2.0
507,"Bach, JS: Keyboard Concerto No. 5 in F Minor, BWV 1056: II. Largo",The Most Relaxing Classical Album in The World....Ever!,Various Artists,1997-01-01,208066,0,0.441,0.0207,8,-29.503,1,0.0425,0.978,0.9790000000000001,0.14400000000000002,0.0938,113.385,4,classical,0.1939999999999999,0.9129999999999999,6.0,-3.883,0.0,0.0821,0.00733,0.2789999999999999,0.266,0.3229999999999999,160.8,4.0,1.0,1.0
508,"Bach, JS: Keyboard Concerto No. 5 in F Minor, BWV 1056: II. Largo",The Most Relaxing Classical Album in The World....Ever!,Various Artists,1997-01-01,208066,0,0.441,0.0207,8,-29.503,1,0.0425,0.978,0.9790000000000001,0.14400000000000002,0.0938,113.385,4,classical,0.441,0.0207,8.0,-29.503,1.0,0.0425,0.978,0.9790000000000001,0.14400000000000002,0.0938,113.385,4.0,2.0,2.0
511,Too Dark,Next Thing,Frankie Cosmos,2016-04-01,163733,42,0.402,0.3879999999999999,11,-7.412000000000001,1,0.0528,0.41,1.62e-06,0.175,0.34700000000000003,82.78200000000002,4,Rock,0.402,0.3879999999999999,11.0,-7.412000000000001,1.0,0.0528,0.41,1.62e-06,0.175,0.34700000000000003,82.78200000000002,4.0,3.0,1.0
513,Revelation In Slow Motion,Rarities - The Double Shot Years,Count Five,2013-01-01,120920,10,0.57,0.539,10,-10.151,0,0.0501,0.0816,0.0,0.29600000000000004,0.898,122.419,4,Rock,0.57,0.539,10.0,-10.151,0.0,0.0501,0.0816,0.0,0.29600000000000004,0.898,122.419,4.0,1.0,1.0
517,"Theme From ""Valley Of The Dolls""",Afro-Harping,Dorothy Ashby,1968-01-01,213133,37,0.614,0.379,3,-15.25,1,0.0291,0.879,0.856,0.14400000000000002,0.698,131.52,4,Rock,0.614,0.379,3.0,-15.25,1.0,0.0291,0.879,0.856,0.14400000000000002,0.698,131.52,4.0,0.0,1.0
527,Give It Up,MY WOMAN,Angel Olsen,2016-09-02,176226,40,0.483,0.619,4,-6.651,1,0.0331,0.00221,1.31e-06,0.0943,0.467,121.223,4,Rock,0.483,0.619,4.0,-6.651,1.0,0.0331,0.00221,1.31e-06,0.0943,0.467,121.223,4.0,1.0,1.0
529,Golden Clouds,California Born and Bred,Flamin' Groovies,1995-01-01,194066,22,0.519,0.632,4,-13.277000000000001,1,0.0293,0.239,0.8220000000000001,0.361,0.973,136.783,4,Rock,0.519,0.632,4.0,-13.277000000000001,1.0,0.0293,0.239,0.8220000000000001,0.361,0.973,136.783,4.0,1.0,1.0
531,Please Forgive Me,Please Be Mine,Molly Burch,2017-02-17,232413,32,0.309,0.4539999999999999,0,-7.066,1,0.0317,0.467,1.95e-05,0.0909,0.381,75.753,4,Rock,0.309,0.4539999999999999,0.0,-7.066,1.0,0.0317,0.467,1.95e-05,0.0909,0.381,75.753,4.0,3.0,1.0
541,Catch A Wave - Stereo/Remastered 2001,Surfer Girl (Remastered),The Beach Boys,1963-09-16,130199,29,0.644,0.713,2,-7.492000000000001,1,0.0342,0.469,3.75e-06,0.0479,0.966,139.118,4,Rock,0.644,0.713,2.0,-7.492000000000001,1.0,0.0342,0.469,3.75e-06,0.0479,0.966,139.118,4.0,3.0,1.0
546,Grunion Run,"I, Jonathan",Jonathan Richman,1992-01-01,154960,25,0.484,0.35200000000000004,8,-17.68,0,0.0412,0.672,0.8290000000000001,0.348,0.9620000000000001,150.342,4,Rock,0.484,0.35200000000000004,8.0,-17.68,0.0,0.0412,0.672,0.8290000000000001,0.348,0.9620000000000001,150.342,4.0,0.0,1.0
557,I Only Have Eyes for You,"Lagniappe Sessions, Vol. 1",Various Artists,2016-11-25,195253,35,0.29,0.364,5,-11.632,1,0.0317,0.885,0.007640000000000001,0.109,0.203,177.128,3,Rock,0.29,0.364,5.0,-11.632,1.0,0.0317,0.885,0.007640000000000001,0.109,0.203,177.128,3.0,0.0,1.0
562,Believe,Freedom,Amen Dunes,2018-03-30,346493,42,0.5479999999999999,0.6970000000000001,10,-7.952000000000001,0,0.0229,0.124,0.0372,0.105,0.597,94.506,4,Rock,0.5479999999999999,0.6970000000000001,10.0,-7.952000000000001,0.0,0.0229,0.124,0.0372,0.105,0.597,94.506,4.0,1.0,1.0
564,Fingertips,Bout des doigts,The Brian Jonestown Massacre,2016-06-10,427617,47,0.507,0.897,6,-6.553,0,0.0298,0.0010199999999999,0.7879999999999999,0.0907,0.589,103.666,4,Rock,0.507,0.897,6.0,-6.553,0.0,0.0298,0.0010199999999999,0.7879999999999999,0.0907,0.589,103.666,4.0,1.0,1.0
573,Self-destruct,Close It Quietly,Frankie Cosmos,2019-09-06,46257,0,0.633,0.0629,6,-12.714,0,0.046,0.9179999999999999,0.0,0.114,0.3379999999999999,109.185,4,Rock,0.633,0.0629,6.0,-12.714,0.0,0.046,0.9179999999999999,0.0,0.114,0.3379999999999999,109.185,4.0,0.0,1.0
576,Sugar,Somersault,Beach Fossils,2017-06-02,204062,49,0.578,0.645,6,-7.494,1,0.0269,0.0129,0.0021100000000000003,0.122,0.41100000000000003,82.0,4,Rock,0.578,0.645,6.0,-7.494,1.0,0.0269,0.0129,0.0021100000000000003,0.122,0.41100000000000003,82.0,4.0,1.0,1.0
590,All Yours,All Yours,Widowspeak,2015-09-04,222408,47,0.588,0.507,7,-8.15,1,0.0297,0.0521,0.722,0.188,0.515,128.041,4,Rock,0.588,0.507,7.0,-8.15,1.0,0.0297,0.0521,0.722,0.188,0.515,128.041,4.0,1.0,1.0
606,Houston,LAHS,Allah-Las,2019-10-11,133448,27,0.5870000000000001,0.231,11,-12.839,1,0.0467,0.945,0.938,0.106,0.335,105.921,4,Rock,0.5870000000000001,0.231,11.0,-12.839,1.0,0.0467,0.945,0.938,0.106,0.335,105.921,4.0,0.0,1.0
612,Johny Says Stay Cool,The Babe Rainbow (AUS),Babe Rainbow,2017-09-01,156800,48,0.608,0.7040000000000001,11,-6.947,0,0.0499,0.0827,0.222,0.113,0.595,136.906,4,Rock,0.608,0.7040000000000001,11.0,-6.947,0.0,0.0499,0.0827,0.222,0.113,0.595,136.906,4.0,1.0,1.0
627,Hurts So Bad,Hurts So Bad,Travis Bretzer,2013-05-05,146518,19,0.483,0.7979999999999999,8,-10.827,0,0.127,0.4539999999999999,0.493,0.36,0.5870000000000001,130.66299999999998,4,Rock,0.483,0.7979999999999999,8.0,-10.827,0.0,0.127,0.4539999999999999,0.493,0.36,0.5870000000000001,130.66299999999998,4.0,0.0,1.0
633,La La La,Tapes #1-3,Hoops,2017-11-10,247420,34,0.41600000000000004,0.821,4,-8.297,0,0.0465,0.00168,0.7390000000000001,0.0973,0.79,174.46099999999996,4,Rock,0.41600000000000004,0.821,4.0,-8.297,0.0,0.0465,0.00168,0.7390000000000001,0.0973,0.79,174.46099999999996,4.0,1.0,1.0
643,How Far Must We Go?,Beauty & Sadness,Horsebeach,2017-03-17,266996,20,0.535,0.695,5,-5.876,0,0.0322,0.0253,0.000394,0.11,0.509,145.411,4,Rock,0.535,0.695,5.0,-5.876,0.0,0.0322,0.0253,0.000394,0.11,0.509,145.411,4.0,3.0,1.0
651,Just For Today,Bravery Repetition & Noise,The Brian Jonestown Massacre,2001-06-09,258093,23,0.414,0.575,7,-6.371,1,0.0285,0.0288,0.794,0.0956,0.1159999999999999,99.17399999999999,4,Rock,0.414,0.575,7.0,-6.371,1.0,0.0285,0.0288,0.794,0.0956,0.1159999999999999,99.17399999999999,4.0,1.0,1.0
653,Watch My Baby,Thanatophobia,Worn-Tin,2016-01-19,214000,26,0.58,0.5539999999999999,6,-7.027,1,0.0297,0.0932,0.0,0.0999,0.649,120.148,4,Rock,0.58,0.5539999999999999,6.0,-7.027,1.0,0.0297,0.0932,0.0,0.0999,0.649,120.148,4.0,3.0,1.0
662,I Don't Mind,Inner Journey Out,Psychic Ills,2016-06-03,280720,41,0.191,0.376,1,-9.946,1,0.0341,0.47,0.775,0.10400000000000001,0.1939999999999999,159.53,3,Rock,0.191,0.376,1.0,-9.946,1.0,0.0341,0.47,0.775,0.10400000000000001,0.1939999999999999,159.53,3.0,0.0,1.0
665,Tombes Oubliées,The Brian Jonestown Massacre,The Brian Jonestown Massacre,2019-03-15,266692,37,0.469,0.84,5,-5.0360000000000005,1,0.0282,7.879999999999999e-05,0.826,0.12,0.618,140.053,4,Rock,0.469,0.84,5.0,-5.0360000000000005,1.0,0.0282,7.879999999999999e-05,0.826,0.12,0.618,140.053,4.0,1.0,1.0
667,Still Beating,This Old Dog,Mac DeMarco,2017-05-05,181586,68,0.7090000000000001,0.496,1,-10.527999999999999,0,0.0417,0.581,0.195,0.151,0.469,78.477,4,Rock,0.7090000000000001,0.496,1.0,-10.527999999999999,0.0,0.0417,0.581,0.195,0.151,0.469,78.477,4.0,5.0,1.0
671,A Wolf Who Wears Sheeps Clothes,This Old Dog,Mac DeMarco,2017-05-05,169066,53,0.828,0.5379999999999999,5,-8.559,0,0.0383,0.276,0.0485,0.0828,0.701,115.046,4,Rock,0.828,0.5379999999999999,5.0,-8.559,0.0,0.0383,0.276,0.0485,0.0828,0.701,115.046,4.0,4.0,1.0
674,Let's Go Trippin' - Remastered 2001,Surfin' USA (Remastered),The Beach Boys,1963-03-25,119866,30,0.5539999999999999,0.915,9,-6.487,0,0.0515,0.171,0.8059999999999999,0.322,0.851,164.02200000000005,4,Rock,0.5539999999999999,0.915,9.0,-6.487,0.0,0.0515,0.171,0.8059999999999999,0.322,0.851,164.02200000000005,4.0,0.0,1.0
676,Dropping Bombs On The Sun,Don't Get Lost,The Brian Jonestown Massacre,2017-02-24,392010,28,0.373,0.65,0,-7.74,1,0.0288,1.73e-05,0.7759999999999999,0.259,0.263,142.871,4,Rock,0.373,0.65,0.0,-7.74,1.0,0.0288,1.73e-05,0.7759999999999999,0.259,0.263,142.871,4.0,1.0,1.0
678,Don't You Evah,Ga Ga Ga Ga Ga (2017 Remaster),Spoon,2007-07-10,216720,52,0.77,0.615,6,-7.165,1,0.0294,0.0425,0.0,0.1689999999999999,0.961,120.891,4,Rock,0.77,0.615,6.0,-7.165,1.0,0.0294,0.0425,0.0,0.1689999999999999,0.961,120.891,4.0,3.0,1.0
682,Deep Dream,Future Past Life,STRFKR,2020-04-10,220417,48,0.632,0.778,4,-6.983,0,0.0283,0.177,0.718,0.395,0.929,126.00200000000001,4,Rock,0.632,0.778,4.0,-6.983,0.0,0.0283,0.177,0.718,0.395,0.929,126.00200000000001,4.0,1.0,1.0
691,Lizard Queen,You Deserve a Hard Day's Work After a Long Night's Rest.,Telemarket,2019-11-08,267365,1,0.415,0.5489999999999999,8,-12.184000000000001,0,0.0392,0.179,0.9009999999999999,0.1009999999999999,0.5670000000000001,118.001,4,Rock,0.415,0.5489999999999999,8.0,-12.184000000000001,0.0,0.0392,0.179,0.9009999999999999,0.1009999999999999,0.5670000000000001,118.001,4.0,0.0,1.0
695,Hawaiian Boi,Lo-Tide,Triathalon,2014-10-21,161471,51,0.535,0.2339999999999999,4,-16.826,1,0.0448,0.927,0.565,0.0937,0.561,182.078,4,Rock,0.535,0.2339999999999999,4.0,-16.826,1.0,0.0448,0.927,0.565,0.0937,0.561,182.078,4.0,0.0,1.0
701,Beautiful Strangers,Beautiful Strangers b/w No Place to Fall,Kevin Morby,2016-10-27,375903,63,0.826,0.423,4,-11.127,1,0.0445,0.762,0.0689,0.105,0.8909999999999999,100.042,4,Rock,0.826,0.423,4.0,-11.127,1.0,0.0445,0.762,0.0689,0.105,0.8909999999999999,100.042,4.0,1.0,1.0
708,Backyard,Slow Return,Frankie Broyles,2017-05-15,214856,13,0.742,0.6509999999999999,6,-8.699,0,0.0351,0.828,0.779,0.0816,0.831,119.999,4,Rock,0.742,0.6509999999999999,6.0,-8.699,0.0,0.0351,0.828,0.779,0.0816,0.831,119.999,4.0,0.0,1.0
710,What's On Your Mind?,Grown Up Wrong,Native America,2014-11-18,196333,19,0.564,0.67,6,-5.935,0,0.033,0.000811,0.8320000000000001,0.0746,0.53,113.79799999999999,4,Rock,0.564,0.67,6.0,-5.935,0.0,0.033,0.000811,0.8320000000000001,0.0746,0.53,113.79799999999999,4.0,1.0,1.0
715,Lou Reed,Frankie and the Witch Fingers,Frankie and the Witch Fingers,2015-02-17,253445,35,0.295,0.8640000000000001,9,-5.974,0,0.0415,0.00223,0.474,0.132,0.402,121.87799999999999,4,Rock,0.295,0.8640000000000001,9.0,-5.974,0.0,0.0415,0.00223,0.474,0.132,0.402,121.87799999999999,4.0,1.0,1.0
723,Voyage,The Weird Is World,Hillsack,2020-12-21,298607,11,0.14800000000000002,0.0458,2,-25.884,1,0.0379,0.8959999999999999,0.934,0.0497,0.0392,172.03099999999995,4,Rock,0.14800000000000002,0.0458,2.0,-25.884,1.0,0.0379,0.8959999999999999,0.934,0.0497,0.0392,172.03099999999995,4.0,2.0,1.0
728,Heart It Races - Cover Version,Heart It Races,Architecture In Helsinki,2007-06-05,233128,66,0.705,0.474,10,-13.081,1,0.0391,0.4429999999999999,0.0553,0.3379999999999999,0.7559999999999999,98.61200000000001,4,Rock,0.705,0.474,10.0,-13.081,1.0,0.0391,0.4429999999999999,0.0553,0.3379999999999999,0.7559999999999999,98.61200000000001,4.0,1.0,1.0
732,D+,Half a Human,Real Estate,2021-03-26,258133,39,0.563,0.695,7,-7.5920000000000005,1,0.0278,0.622,0.517,0.128,0.816,139.515,4,Rock,0.563,0.695,7.0,-7.5920000000000005,1.0,0.0278,0.622,0.517,0.128,0.816,139.515,4.0,1.0,1.0
733,& Down,Oi Oi Oi,Boys Noize,2007-07-13,258133,39,0.619,0.629,1,-4.109,0,0.33,0.0473,0.2269999999999999,0.314,0.262,123.00299999999999,4,electronic,0.563,0.695,7.0,-7.5920000000000005,1.0,0.0278,0.622,0.517,0.128,0.816,139.515,4.0,1.0,1.0
736,She Put a Seed in My Ear,Freaks of Nurture,Holy Wave,2016-03-11,322023,28,0.3979999999999999,0.7120000000000001,2,-6.547999999999999,1,0.0323,0.00605,0.915,0.1009999999999999,0.28800000000000003,128.756,4,Rock,0.3979999999999999,0.7120000000000001,2.0,-6.547999999999999,1.0,0.0323,0.00605,0.915,0.1009999999999999,0.28800000000000003,128.756,4.0,1.0,1.0
742,Broken Finger Blues,The Hex,Richard Swift,2018-09-21,260783,52,0.253,0.706,2,-5.7620000000000005,0,0.0369,0.00202,0.012,0.504,0.434,184.33,3,Rock,0.253,0.706,2.0,-5.7620000000000005,0.0,0.0369,0.00202,0.012,0.504,0.434,184.33,3.0,1.0,1.0
746,French Press,The French Press,Rolling Blackouts Coastal Fever,2017-03-10,326807,2,0.3929999999999999,0.915,2,-5.572,1,0.0592,0.0421,0.0641,0.348,0.73,79.689,4,Rock,0.3929999999999999,0.915,2.0,-5.572,1.0,0.0592,0.0421,0.0641,0.348,0.73,79.689,4.0,1.0,1.0
754,Poor Boy (Radio Edit),Poor Boy (Radio Edit),Belle & Sebastian,2018-02-13,205092,2,0.695,0.5489999999999999,1,-5.1339999999999995,1,0.0305,0.0381,0.0,0.10400000000000001,0.5660000000000001,99.634,4,Rock,0.695,0.5489999999999999,1.0,-5.1339999999999995,1.0,0.0305,0.0381,0.0,0.10400000000000001,0.5660000000000001,99.634,4.0,3.0,1.0
758,No Exit,We Can Die Happy,Tennis,2017-11-10,234306,30,0.8390000000000001,0.619,2,-5.697,1,0.0409,0.364,0.00938,0.0626,0.961,128.025,4,Rock,0.8390000000000001,0.619,2.0,-5.697,1.0,0.0409,0.364,0.00938,0.0626,0.961,128.025,4.0,1.0,1.0
762,Ode to a Conversation Stuck in Your Throat,Ode to a Conversation Stuck in Your Throat,Del Water Gap,2020-05-01,198927,59,0.5770000000000001,0.821,1,-6.069,0,0.0681,0.0458,1.0199999999999999e-05,0.235,0.619,87.51299999999998,4,Rock,0.5770000000000001,0.821,1.0,-6.069,0.0,0.0681,0.0458,1.0199999999999999e-05,0.235,0.619,87.51299999999998,4.0,1.0,1.0
763,Rawnald Gregory Erickson the Second,Starfucker,STRFKR,2008-09-23,173693,65,0.9,0.5379999999999999,7,-7.879,1,0.0343,0.2289999999999999,0.843,0.287,0.713,95.508,4,Rock,0.9,0.5379999999999999,7.0,-7.879,1.0,0.0343,0.2289999999999999,0.843,0.287,0.713,95.508,4.0,5.0,1.0
764,Fishing For Fishies,Fishing For Fishies,King Gizzard & The Lizard Wizard,2019-04-26,301440,32,0.537,0.7859999999999999,7,-6.653,1,0.0802,0.13,0.385,0.29600000000000004,0.736,109.38799999999999,4,Rock,0.537,0.7859999999999999,7.0,-6.653,1.0,0.0802,0.13,0.385,0.29600000000000004,0.736,109.38799999999999,4.0,0.0,1.0
765,Yeah Yeah Yeah,Yeah Yeah Yeah,Cayucas,2020-06-19,205921,44,0.8290000000000001,0.512,9,-8.849,1,0.0325,0.619,0.0582,0.0941,0.8909999999999999,117.973,4,Rock,0.8290000000000001,0.512,9.0,-8.849,1.0,0.0325,0.619,0.0582,0.0941,0.8909999999999999,117.973,4.0,1.0,1.0
767,I'm On Fire,I'm On Fire,Gus Dapperton,2020-09-01,158620,56,0.5,0.8540000000000001,1,-6.3629999999999995,0,0.0374,0.135,0.66,0.161,0.491,173.95,4,Rock,0.5,0.8540000000000001,1.0,-6.3629999999999995,0.0,0.0374,0.135,0.66,0.161,0.491,173.95,4.0,1.0,1.0
771,Find My Way (feat. Beck),Find My Way (feat. Beck),Paul McCartney,2021-03-25,293849,57,0.873,0.809,5,-4.788,0,0.0369,0.256,0.00049,0.142,0.92,118.01,4,Rock,0.873,0.809,5.0,-4.788,0.0,0.0369,0.256,0.00049,0.142,0.92,118.01,4.0,4.0,1.0
777,Shane,Shane,Fruit Bats,2020-04-15,221326,53,0.6779999999999999,0.789,2,-10.243,1,0.0277,0.00227,0.575,0.324,0.745,125.941,4,Rock,0.6779999999999999,0.789,2.0,-10.243,1.0,0.0277,0.00227,0.575,0.324,0.745,125.941,4.0,4.0,1.0
